,fate_ind,tree_ind,method,jaccard_dist,sum_of_min_symmetric_diff,precision,recall,fpr
73,9,1002,carta-tree,0.42105263157894735,6,0.7333333333333333,0.7333333333333333,6.106497313141182e-05
74,9,1333,carta-tree,0.23529411764705888,3,0.8666666666666667,0.8666666666666667,3.053248656570591e-05
75,9,1664,carta-tree,0.4736842105263158,9,0.7142857142857143,0.6666666666666666,6.106497313141182e-05
76,9,1995,carta-tree,0.23529411764705888,3,0.8666666666666667,0.8666666666666667,3.053248656570591e-05
77,9,2326,carta-tree,0.4736842105263158,13,0.7142857142857143,0.6666666666666666,6.106497313141182e-05
78,9,2657,carta-tree,0.125,2,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
79,9,2988,carta-tree,0.5,10,0.6666666666666666,0.6666666666666666,7.633121641426478e-05
80,10,10,carta-tree,0.125,2,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
81,10,341,carta-tree,0.42105263157894735,8,0.7333333333333333,0.7333333333333333,6.106497313141182e-05
82,10,672,carta-tree,0.125,2,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
83,10,1003,carta-tree,0.5,12,0.6666666666666666,0.6666666666666666,7.633121641426478e-05
84,10,1334,carta-tree,0.23529411764705888,3,0.8666666666666667,0.8666666666666667,3.053248656570591e-05
85,10,1665,carta-tree,0.42105263157894735,7,0.7333333333333333,0.7333333333333333,6.106497313141182e-05
86,10,1996,carta-tree,0.125,2,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
87,10,2327,carta-tree,0.5,10,0.6666666666666666,0.6666666666666666,7.633121641426478e-05
88,10,2658,carta-tree,0.125,2,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
89,10,2989,carta-tree,0.5263157894736843,15,0.6923076923076923,0.6,6.106497313141182e-05
90,11,11,carta-tree,0.0,0,1.0,1.0,0.0
91,11,342,carta-tree,0.6956521739130435,18,0.4666666666666667,0.4666666666666667,0.00012212994626282364
92,11,673,carta-tree,0.125,1,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
93,11,1004,carta-tree,0.782608695652174,29,0.38461538461538464,0.3333333333333333,0.00012212994626282364
94,11,1335,carta-tree,0.0,0,1.0,1.0,0.0
95,11,1666,carta-tree,0.6818181818181819,17,0.5,0.4666666666666667,0.00010686370297997069
96,11,1997,carta-tree,0.0,0,1.0,1.0,0.0
97,11,2328,carta-tree,0.8333333333333334,22,0.3076923076923077,0.26666666666666666,0.0001373961895456766
98,11,2659,carta-tree,0.0,0,1.0,1.0,0.0
99,11,2990,carta-tree,0.7916666666666666,29,0.35714285714285715,0.3333333333333333,0.0001373961895456766
100,12,12,carta-tree,0.33333333333333337,4,0.8,0.8,4.5798729848558865e-05
101,12,343,carta-tree,0.75,32,0.4,0.4,0.0001373961895456766
102,12,674,carta-tree,0.33333333333333337,4,0.8,0.8,4.5798729848558865e-05
103,12,1005,carta-tree,0.7916666666666666,32,0.35714285714285715,0.3333333333333333,0.0001373961895456766
104,12,1336,carta-tree,0.42105263157894735,8,0.7333333333333333,0.7333333333333333,6.106497313141182e-05
105,12,1667,carta-tree,0.5714285714285714,18,0.6,0.6,9.159745969711773e-05
106,12,1998,carta-tree,0.33333333333333337,4,0.8,0.8,4.5798729848558865e-05
107,12,2329,carta-tree,0.7391304347826086,24,0.42857142857142855,0.4,0.00012212994626282364
108,12,2660,carta-tree,0.42105263157894735,6,0.7333333333333333,0.7333333333333333,6.106497313141182e-05
109,12,2991,carta-tree,0.7272727272727273,26,0.46153846153846156,0.4,0.00010686370297997069
110,13,13,carta-tree,0.125,1,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
111,13,344,carta-tree,0.782608695652174,29,0.38461538461538464,0.3333333333333333,0.00012212994626282364
112,13,675,carta-tree,0.1875,3,0.9285714285714286,0.8666666666666667,1.5266243282852955e-05
113,13,1006,carta-tree,0.6666666666666667,24,0.5384615384615384,0.4666666666666667,9.159745969711773e-05
114,13,1337,carta-tree,0.0,0,1.0,1.0,0.0
115,13,1668,carta-tree,0.782608695652174,35,0.38461538461538464,0.3333333333333333,0.00012212994626282364
116,13,1999,carta-tree,0.125,2,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
117,13,2330,carta-tree,0.7727272727272727,42,0.4166666666666667,0.3333333333333333,0.00010686370297997069
118,13,2661,carta-tree,0.125,1,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
119,13,2992,carta-tree,0.7916666666666666,33,0.35714285714285715,0.3333333333333333,0.0001373961895456766
120,14,14,carta-tree,0.125,1,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
121,14,345,carta-tree,0.6956521739130435,18,0.4666666666666667,0.4666666666666667,0.00012212994626282364
122,14,676,carta-tree,0.125,1,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
123,14,1007,carta-tree,0.7391304347826086,28,0.42857142857142855,0.4,0.00012212994626282364
124,14,1338,carta-tree,0.125,1,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
125,14,1669,carta-tree,0.7916666666666666,31,0.35714285714285715,0.3333333333333333,0.0001373961895456766
126,14,2000,carta-tree,0.125,1,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
127,14,2331,carta-tree,0.782608695652174,39,0.38461538461538464,0.3333333333333333,0.00012212994626282364
128,14,2662,carta-tree,0.125,1,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
129,14,2993,carta-tree,0.7142857142857143,25,0.5,0.4,9.159745969711773e-05
130,15,15,carta-tree,0.125,1,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
131,15,346,carta-tree,0.6190476190476191,16,0.5714285714285714,0.5333333333333333,9.159745969711773e-05
132,15,677,carta-tree,0.23529411764705888,3,0.8666666666666667,0.8666666666666667,3.053248656570591e-05
133,15,1008,carta-tree,0.6956521739130435,18,0.4666666666666667,0.4666666666666667,0.00012212994626282364
134,15,1339,carta-tree,0.125,1,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
135,15,1670,carta-tree,0.782608695652174,32,0.38461538461538464,0.3333333333333333,0.00012212994626282364
136,15,2001,carta-tree,0.23529411764705888,3,0.8666666666666667,0.8666666666666667,3.053248656570591e-05
137,15,2332,carta-tree,0.7391304347826086,25,0.42857142857142855,0.4,0.00012212994626282364
138,15,2663,carta-tree,0.125,1,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
139,15,2994,carta-tree,0.7916666666666666,23,0.35714285714285715,0.3333333333333333,0.0001373961895456766
140,16,16,carta-tree,0.0,0,1.0,1.0,0.0
141,16,347,carta-tree,0.6956521739130435,16,0.4666666666666667,0.4666666666666667,0.00012212994626282364
142,16,678,carta-tree,0.0,0,1.0,1.0,0.0
143,16,1009,carta-tree,0.6818181818181819,18,0.5,0.4666666666666667,0.00010686370297997069
144,16,1340,carta-tree,0.125,2,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
145,16,1671,carta-tree,0.782608695652174,34,0.38461538461538464,0.3333333333333333,0.00012212994626282364
146,16,2002,carta-tree,0.125,1,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
147,16,2333,carta-tree,0.8,26,0.3333333333333333,0.3333333333333333,0.00015266243282852955
148,16,2664,carta-tree,0.125,1,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
149,16,2995,carta-tree,0.7391304347826086,25,0.42857142857142855,0.4,0.00012212994626282364
150,17,17,carta-tree,0.42105263157894735,6,0.7333333333333333,0.7333333333333333,6.106497313141182e-05
151,17,348,carta-tree,0.4736842105263158,10,0.7142857142857143,0.6666666666666666,6.106497313141182e-05
152,17,679,carta-tree,0.23529411764705888,2,0.8666666666666667,0.8666666666666667,3.053248656570591e-05
153,17,1010,carta-tree,0.6190476190476191,17,0.5714285714285714,0.5333333333333333,9.159745969711773e-05
154,17,1341,carta-tree,0.33333333333333337,5,0.8,0.8,4.5798729848558865e-05
155,17,1672,carta-tree,0.6363636363636364,15,0.5333333333333333,0.5333333333333333,0.00010686370297997069
156,17,2003,carta-tree,0.125,1,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
157,17,2334,carta-tree,0.5714285714285714,15,0.6,0.6,9.159745969711773e-05
158,17,2665,carta-tree,0.23529411764705888,2,0.8666666666666667,0.8666666666666667,3.053248656570591e-05
159,17,2996,carta-tree,0.6956521739130435,14,0.4666666666666667,0.4666666666666667,0.00012212994626282364
160,18,18,carta-tree,0.0,0,1.0,1.0,0.0
161,18,349,carta-tree,0.6363636363636364,8,0.5333333333333333,0.5333333333333333,0.00010686370297997069
162,18,680,carta-tree,0.125,2,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
163,18,1011,carta-tree,0.5714285714285714,9,0.6,0.6,9.159745969711773e-05
164,18,1342,carta-tree,0.125,2,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
165,18,1673,carta-tree,0.6363636363636364,12,0.5333333333333333,0.5333333333333333,0.00010686370297997069
166,18,2004,carta-tree,0.0,0,1.0,1.0,0.0
167,18,2335,carta-tree,0.6956521739130435,15,0.4666666666666667,0.4666666666666667,0.00012212994626282364
168,18,2666,carta-tree,0.0,0,1.0,1.0,0.0
169,18,2997,carta-tree,0.5,8,0.6666666666666666,0.6666666666666666,7.633121641426478e-05
170,19,19,carta-tree,0.125,1,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
171,19,350,carta-tree,0.6190476190476191,10,0.5714285714285714,0.5333333333333333,9.159745969711773e-05
172,19,681,carta-tree,0.23529411764705888,2,0.8666666666666667,0.8666666666666667,3.053248656570591e-05
173,19,1012,carta-tree,0.6818181818181819,19,0.5,0.4666666666666667,0.00010686370297997069
174,19,1343,carta-tree,0.0,0,1.0,1.0,0.0
175,19,1674,carta-tree,0.6190476190476191,15,0.5714285714285714,0.5333333333333333,9.159745969711773e-05
176,19,2005,carta-tree,0.23529411764705888,3,0.8666666666666667,0.8666666666666667,3.053248656570591e-05
177,19,2336,carta-tree,0.7391304347826086,18,0.42857142857142855,0.4,0.00012212994626282364
178,19,2667,carta-tree,0.125,1,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
179,19,2998,carta-tree,0.6818181818181819,15,0.5,0.4666666666666667,0.00010686370297997069
180,20,20,carta-tree,0.125,1,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
181,20,351,carta-tree,0.6956521739130435,15,0.4666666666666667,0.4666666666666667,0.00012212994626282364
182,20,682,carta-tree,0.0,0,1.0,1.0,0.0
183,20,1013,carta-tree,0.6956521739130435,16,0.4666666666666667,0.4666666666666667,0.00012212994626282364
184,20,1344,carta-tree,0.125,1,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
185,20,1675,carta-tree,0.6956521739130435,15,0.4666666666666667,0.4666666666666667,0.00012212994626282364
186,20,2006,carta-tree,0.23529411764705888,2,0.8666666666666667,0.8666666666666667,3.053248656570591e-05
187,20,2337,carta-tree,0.6363636363636364,11,0.5333333333333333,0.5333333333333333,0.00010686370297997069
188,20,2668,carta-tree,0.125,1,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
189,20,2999,carta-tree,0.6956521739130435,15,0.4666666666666667,0.4666666666666667,0.00012212994626282364
190,21,21,carta-tree,0.125,1,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
191,21,352,carta-tree,0.6363636363636364,19,0.5333333333333333,0.5333333333333333,0.00010686370297997069
192,21,683,carta-tree,0.125,1,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
193,21,1014,carta-tree,0.5714285714285714,16,0.6,0.6,9.159745969711773e-05
194,21,1345,carta-tree,0.0,0,1.0,1.0,0.0
195,21,1676,carta-tree,0.5714285714285714,16,0.6,0.6,9.159745969711773e-05
196,21,2007,carta-tree,0.125,1,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
197,21,2338,carta-tree,0.5714285714285714,16,0.6,0.6,9.159745969711773e-05
198,21,2669,carta-tree,0.0,0,1.0,1.0,0.0
199,21,3000,carta-tree,0.6363636363636364,20,0.5333333333333333,0.5333333333333333,0.00010686370297997069
200,22,22,carta-tree,0.125,1,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
201,22,353,carta-tree,0.5,7,0.6666666666666666,0.6666666666666666,7.633121641426478e-05
202,22,684,carta-tree,0.0,0,1.0,1.0,0.0
203,22,1015,carta-tree,0.6666666666666667,15,0.5384615384615384,0.4666666666666667,9.159745969711773e-05
204,22,1346,carta-tree,0.125,1,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
205,22,1677,carta-tree,0.5714285714285714,9,0.6,0.6,9.159745969711773e-05
206,22,2008,carta-tree,0.125,1,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
207,22,2339,carta-tree,0.7272727272727273,20,0.46153846153846156,0.4,0.00010686370297997069
208,22,2670,carta-tree,0.0,0,1.0,1.0,0.0
209,22,3001,carta-tree,0.6363636363636364,13,0.5333333333333333,0.5333333333333333,0.00010686370297997069
210,23,23,carta-tree,0.0,0,1.0,1.0,0.0
211,23,354,carta-tree,0.42105263157894735,9,0.7333333333333333,0.7333333333333333,6.106497313141182e-05
212,23,685,carta-tree,0.0,0,1.0,1.0,0.0
213,23,1016,carta-tree,0.42105263157894735,9,0.7333333333333333,0.7333333333333333,6.106497313141182e-05
214,23,1347,carta-tree,0.0,0,1.0,1.0,0.0
215,23,1678,carta-tree,0.42105263157894735,9,0.7333333333333333,0.7333333333333333,6.106497313141182e-05
216,23,2009,carta-tree,0.125,1,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
217,23,2340,carta-tree,0.42105263157894735,9,0.7333333333333333,0.7333333333333333,6.106497313141182e-05
218,23,2671,carta-tree,0.23529411764705888,6,0.8666666666666667,0.8666666666666667,3.053248656570591e-05
219,23,3002,carta-tree,0.42105263157894735,9,0.7333333333333333,0.7333333333333333,6.106497313141182e-05
220,24,24,carta-tree,0.125,1,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
221,24,355,carta-tree,0.5714285714285714,19,0.6,0.6,9.159745969711773e-05
222,24,686,carta-tree,0.125,1,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
223,24,1017,carta-tree,0.5,17,0.6666666666666666,0.6666666666666666,7.633121641426478e-05
224,24,1348,carta-tree,0.33333333333333337,4,0.8,0.8,4.5798729848558865e-05
225,24,1679,carta-tree,0.5,17,0.6666666666666666,0.6666666666666666,7.633121641426478e-05
226,24,2010,carta-tree,0.33333333333333337,4,0.8,0.8,4.5798729848558865e-05
227,24,2341,carta-tree,0.6363636363636364,21,0.5333333333333333,0.5333333333333333,0.00010686370297997069
228,24,2672,carta-tree,0.33333333333333337,4,0.8,0.8,4.5798729848558865e-05
229,24,3003,carta-tree,0.5714285714285714,19,0.6,0.6,9.159745969711773e-05
230,25,25,carta-tree,0.0,0,1.0,1.0,0.0
231,25,356,carta-tree,0.6190476190476191,14,0.5714285714285714,0.5333333333333333,9.159745969711773e-05
232,25,687,carta-tree,0.0,0,1.0,1.0,0.0
233,25,1018,carta-tree,0.7916666666666666,20,0.35714285714285715,0.3333333333333333,0.0001373961895456766
234,25,1349,carta-tree,0.0,0,1.0,1.0,0.0
235,25,1680,carta-tree,0.5714285714285714,13,0.6,0.6,9.159745969711773e-05
236,25,2011,carta-tree,0.0,0,1.0,1.0,0.0
237,25,2342,carta-tree,0.6190476190476191,14,0.5714285714285714,0.5333333333333333,9.159745969711773e-05
238,25,2673,carta-tree,0.0,0,1.0,1.0,0.0
239,25,3004,carta-tree,0.782608695652174,20,0.38461538461538464,0.3333333333333333,0.00012212994626282364
240,26,26,carta-tree,0.125,1,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
241,26,357,carta-tree,0.5714285714285714,14,0.6,0.6,9.159745969711773e-05
242,26,688,carta-tree,0.23529411764705888,3,0.8666666666666667,0.8666666666666667,3.053248656570591e-05
243,26,1019,carta-tree,0.5714285714285714,14,0.6,0.6,9.159745969711773e-05
244,26,1350,carta-tree,0.33333333333333337,7,0.8,0.8,4.5798729848558865e-05
245,26,1681,carta-tree,0.5714285714285714,14,0.6,0.6,9.159745969711773e-05
246,26,2012,carta-tree,0.125,1,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
247,26,2343,carta-tree,0.5714285714285714,13,0.6,0.6,9.159745969711773e-05
248,26,2674,carta-tree,0.23529411764705888,3,0.8666666666666667,0.8666666666666667,3.053248656570591e-05
249,26,3005,carta-tree,0.5714285714285714,13,0.6,0.6,9.159745969711773e-05
250,27,27,carta-tree,0.42105263157894735,5,0.7333333333333333,0.7333333333333333,6.106497313141182e-05
251,27,358,carta-tree,0.84,32,0.2857142857142857,0.26666666666666666,0.00015266243282852955
252,27,689,carta-tree,0.42105263157894735,5,0.7333333333333333,0.7333333333333333,6.106497313141182e-05
253,27,1020,carta-tree,0.84,30,0.2857142857142857,0.26666666666666666,0.00015266243282852955
254,27,1351,carta-tree,0.33333333333333337,3,0.8,0.8,4.5798729848558865e-05
255,27,1682,carta-tree,0.8846153846153846,45,0.21428571428571427,0.2,0.0001679286761113825
256,27,2013,carta-tree,0.125,1,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
257,27,2344,carta-tree,0.7391304347826086,19,0.42857142857142855,0.4,0.00012212994626282364
258,27,2675,carta-tree,0.33333333333333337,4,0.8,0.8,4.5798729848558865e-05
259,27,3006,carta-tree,0.8846153846153846,39,0.21428571428571427,0.2,0.0001679286761113825
260,28,28,carta-tree,0.125,1,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
261,28,359,carta-tree,0.7619047619047619,24,0.45454545454545453,0.3333333333333333,9.159745969711773e-05
262,28,690,carta-tree,0.23529411764705888,2,0.8666666666666667,0.8666666666666667,3.053248656570591e-05
263,28,1021,carta-tree,0.75,21,0.4,0.4,0.0001373961895456766
264,28,1352,carta-tree,0.33333333333333337,4,0.8,0.8,4.5798729848558865e-05
265,28,1683,carta-tree,0.7916666666666666,26,0.35714285714285715,0.3333333333333333,0.0001373961895456766
266,28,2014,carta-tree,0.23529411764705888,2,0.8666666666666667,0.8666666666666667,3.053248656570591e-05
267,28,2345,carta-tree,0.84,35,0.2857142857142857,0.26666666666666666,0.00015266243282852955
268,28,2676,carta-tree,0.23529411764705888,2,0.8666666666666667,0.8666666666666667,3.053248656570591e-05
269,28,3007,carta-tree,0.7272727272727273,24,0.46153846153846156,0.4,0.00010686370297997069
270,29,29,carta-tree,0.23529411764705888,3,0.8666666666666667,0.8666666666666667,3.053248656570591e-05
271,29,360,carta-tree,0.8461538461538461,26,0.26666666666666666,0.26666666666666666,0.0001679286761113825
272,29,691,carta-tree,0.23529411764705888,6,0.8666666666666667,0.8666666666666667,3.053248656570591e-05
273,29,1022,carta-tree,0.7391304347826086,19,0.42857142857142855,0.4,0.00012212994626282364
274,29,1353,carta-tree,0.125,2,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
275,29,1684,carta-tree,0.782608695652174,22,0.38461538461538464,0.3333333333333333,0.00012212994626282364
276,29,2015,carta-tree,0.23529411764705888,3,0.8666666666666667,0.8666666666666667,3.053248656570591e-05
277,29,2346,carta-tree,0.7727272727272727,23,0.4166666666666667,0.3333333333333333,0.00010686370297997069
278,29,2677,carta-tree,0.125,2,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
279,29,3008,carta-tree,0.6956521739130435,18,0.4666666666666667,0.4666666666666667,0.00012212994626282364
280,30,30,carta-tree,0.23529411764705888,2,0.8666666666666667,0.8666666666666667,3.053248656570591e-05
281,30,361,carta-tree,0.7391304347826086,21,0.42857142857142855,0.4,0.00012212994626282364
282,30,692,carta-tree,0.33333333333333337,3,0.8,0.8,4.5798729848558865e-05
283,30,1023,carta-tree,0.7272727272727273,23,0.46153846153846156,0.4,0.00010686370297997069
284,30,1354,carta-tree,0.125,1,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
285,30,1685,carta-tree,0.875,29,0.25,0.2,0.0001373961895456766
286,30,2016,carta-tree,0.23529411764705888,2,0.8666666666666667,0.8666666666666667,3.053248656570591e-05
287,30,2347,carta-tree,0.8333333333333334,35,0.3076923076923077,0.26666666666666666,0.0001373961895456766
288,30,2678,carta-tree,0.23529411764705888,2,0.8666666666666667,0.8666666666666667,3.053248656570591e-05
289,30,3009,carta-tree,0.8260869565217391,32,0.3333333333333333,0.26666666666666666,0.00012212994626282364
290,31,31,carta-tree,0.125,1,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
291,31,362,carta-tree,0.7272727272727273,22,0.46153846153846156,0.4,0.00010686370297997069
292,31,693,carta-tree,0.125,1,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
293,31,1024,carta-tree,0.7391304347826086,16,0.42857142857142855,0.4,0.00012212994626282364
294,31,1355,carta-tree,0.33333333333333337,4,0.8,0.8,4.5798729848558865e-05
295,31,1686,carta-tree,0.782608695652174,23,0.38461538461538464,0.3333333333333333,0.00012212994626282364
296,31,2017,carta-tree,0.23529411764705888,2,0.8666666666666667,0.8666666666666667,3.053248656570591e-05
297,31,2348,carta-tree,0.7916666666666666,23,0.35714285714285715,0.3333333333333333,0.0001373961895456766
298,31,2679,carta-tree,0.125,1,0.9333333333333333,0.9333333333333333,1.5266243282852955e-05
